continent,year,co2,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,co2_per_capita,land_use_change_co2,primary_energy_consumption,temperature_change_from_co2,temperature_change_from_ch4,temperature_change_from_n2o,temperature_change_from_ghg
Europe,2022,2024.746,35.127,475.899,63.476,915.339,513.5,21.406,8.818,309.188,0.0,0.11,0.026,0.007,0.143
Europe,1980,4077.501,114.473,1636.037,3.987,482.369,1840.635,0.0,10.052,-168.209,16284.769,0.072,0.029,0.006,0.107
Europe,1981,3863.381,109.546,1595.825,3.082,481.065,1673.864,0.0,9.487,-161.93,15805.867,0.074,0.03,0.006,0.109
Europe,1982,3771.411,106.662,1614.665,1.771,456.584,1591.729,0.0,9.229,-161.514,15435.106,0.075,0.03,0.006,0.111
Europe,1983,3728.486,105.393,1617.261,0.799,470.382,1534.651,0.0,9.097,-140.455,15500.392,0.077,0.03,0.007,0.114
Europe,1984,3763.594,99.545,1685.276,0.883,482.205,1495.684,0.0,9.156,-142.956,15974.367,0.078,0.031,0.007,0.116
Europe,1985,3820.581,94.129,1736.327,0.989,491.7,1497.435,0.0,9.268,-138.379,16793.137,0.08,0.031,0.007,0.118
Europe,1986,3805.261,95.107,1706.754,1.257,474.83,1527.314,0.0,9.204,-125.936,17032.24,0.082,0.031,0.007,0.12
Europe,1987,3839.636,94.443,1712.896,2.401,496.427,1533.469,0.0,9.259,-129.818,17396.512,0.083,0.031,0.007,0.122
Europe,1988,3797.893,97.364,1677.611,2.771,497.006,1523.141,0.0,9.13,-130.074,17542.27,0.085,0.031,0.007,0.124
Europe,1989,3835.037,99.31,1666.269,2.234,548.564,1518.661,0.0,9.191,-118.412,17587.875,0.087,0.031,0.008,0.126
Europe,1990,3870.427,95.237,1639.113,23.153,577.529,1486.047,49.35,9.248,-154.427,17441.887,0.088,0.031,0.008,0.127
Europe,1991,3804.558,88.313,1547.161,21.441,594.079,1510.208,43.356,9.063,-146.929,17412.021,0.09,0.031,0.008,0.129
Europe,1992,3678.624,86.542,1443.531,21.538,572.999,1513.702,40.313,8.737,-143.56,17096.35,0.092,0.031,0.008,0.131
Europe,1993,3609.838,81.207,1382.372,21.276,582.008,1502.705,40.269,8.552,-136.697,16963.26,0.093,0.031,0.008,0.132
Europe,1994,3590.762,86.493,1361.946,20.6,581.99,1498.087,41.646,8.487,-144.605,16910.789,0.095,0.031,0.008,0.134
Europe,1995,3637.058,89.916,1345.002,21.186,625.383,1512.214,43.357,8.582,-135.815,17344.645,0.096,0.031,0.008,0.135
Europe,1996,3721.912,86.821,1343.344,20.711,677.503,1551.475,42.058,8.77,-141.583,17885.293,0.098,0.03,0.009,0.137
Europe,1997,3655.535,88.774,1294.154,22.029,664.14,1543.401,43.036,8.602,-143.543,17790.088,0.099,0.03,0.009,0.138
Europe,1998,3645.833,90.639,1239.054,21.223,680.697,1570.966,43.253,8.569,-103.24,17953.213,0.101,0.03,0.009,0.14
Europe,1999,3590.361,92.024,1178.877,21.187,702.36,1552.873,43.039,8.429,-127.441,17876.934,0.103,0.029,0.009,0.141
Europe,2000,3601.509,93.298,1207.057,20.743,720.222,1516.363,43.825,8.442,-196.968,18024.484,0.104,0.029,0.009,0.142
Europe,2001,3658.265,91.034,1202.969,19.61,744.427,1556.611,43.615,8.559,-219.545,18357.258,0.106,0.029,0.009,0.143
Europe,2002,3658.905,90.129,1208.432,20.271,750.142,1546.163,43.769,8.541,-213.788,18250.045,0.107,0.028,0.009,0.145
Europe,2003,3743.083,91.356,1241.761,21.272,788.234,1556.346,44.114,8.711,-190.203,18581.652,0.109,0.028,0.009,0.146
Europe,2004,3753.996,95.552,1237.501,20.01,806.197,1549.525,45.21,8.707,-172.32,18847.787,0.11,0.027,0.01,0.147
Europe,2005,3734.855,96.019,1200.94,20.855,828.366,1544.059,44.616,8.633,-195.325,18856.963,0.112,0.027,0.01,0.149
Europe,2006,3744.527,98.795,1218.972,22.79,829.638,1528.994,45.339,8.627,-234.83,18976.783,0.114,0.027,0.01,0.15
Europe,2007,3708.245,103.244,1239.465,22.572,821.079,1476.012,45.872,8.51,-161.66,18753.803,0.115,0.026,0.01,0.151
Europe,2008,3624.359,96.063,1151.213,22.337,845.319,1465.429,43.997,8.284,-187.792,18681.641,0.117,0.026,0.01,0.153
Europe,2009,3330.523,78.539,1014.536,20.415,791.171,1390.077,35.787,7.589,-141.22,17562.053,0.118,0.025,0.01,0.154
Europe,2010,3431.445,76.952,1068.291,21.098,854.909,1371.878,38.317,7.801,-158.466,18282.508,0.12,0.025,0.01,0.155
Europe,2011,3330.913,75.695,1088.125,21.622,789.892,1315.543,40.036,7.557,-126.283,17744.684,0.121,0.025,0.01,0.156
Europe,2012,3258.429,71.335,1085.444,21.556,772.965,1269.254,37.876,7.381,-148.011,17552.506,0.122,0.024,0.011,0.157
Europe,2013,3178.525,67.609,1055.792,23.215,751.878,1242.029,38.003,7.193,-164.477,17427.893,0.124,0.024,0.011,0.159
Europe,2014,3041.581,70.798,1017.045,22.548,668.978,1224.021,38.191,6.877,-162.409,16816.438,0.125,0.024,0.011,0.16
Europe,2015,3092.762,70.178,1012.759,22.18,700.203,1249.928,37.513,6.986,-168.345,17048.617,0.126,0.024,0.011,0.161
Europe,2016,3097.996,70.152,963.195,21.711,740.535,1264.779,37.625,6.99,-170.008,17225.637,0.128,0.023,0.011,0.162
Europe,2017,3119.782,72.298,948.676,22.244,768.516,1269.98,38.068,7.031,-166.875,17495.193,0.129,0.023,0.011,0.163
Europe,2018,3046.24,73.608,899.52,21.906,754.191,1258.23,38.784,6.856,-166.625,17442.629,0.13,0.023,0.011,0.164
Europe,2019,2904.162,73.556,739.007,21.095,775.412,1258.029,37.064,6.526,-169.45,17154.908,0.132,0.023,0.011,0.166
Europe,2020,2629.971,70.408,611.348,18.948,755.413,1139.091,34.763,5.906,-99.856,15864.626,0.133,0.022,0.011,0.167
Europe,2021,2805.761,72.42,693.473,17.726,791.159,1193.084,37.9,6.304,-124.765,16726.084,0.134,0.022,0.012,0.168
Europe,2022,2761.907,71.725,711.275,17.741,686.313,1236.899,37.953,6.174,-121.67,16070.529,0.135,0.022,0.012,0.169
Europe,1980,4656.536,121.807,1896.756,12.015,570.792,2055.166,0.0,10.08,-165.64,0.0,0.097,0.035,0.007,0.14
Europe,1981,4423.936,115.851,1857.242,11.059,570.671,1869.113,0.0,9.542,-159.588,0.0,0.099,0.036,0.007,0.142
Europe,1982,4319.651,113.084,1859.416,9.279,549.898,1787.974,0.0,9.288,-159.815,0.0,0.101,0.036,0.007,0.145
Europe,1983,4273.971,112.031,1864.495,7.958,567.551,1721.935,0.0,9.164,-137.607,0.0,0.103,0.037,0.008,0.147
Europe,1984,4292.702,106.225,1862.835,7.339,581.815,1734.488,0.0,9.18,-137.931,0.0,0.105,0.037,0.008,0.149
Europe,1985,4380.208,100.742,1970.642,6.024,599.641,1703.16,0.0,9.342,-135.791,0.0,0.106,0.037,0.008,0.152
Europe,1986,4373.815,101.757,1955.241,5.093,583.097,1728.627,0.0,9.303,-123.102,0.0,0.108,0.037,0.008,0.154
Europe,1987,4411.303,101.539,1972.194,6.438,603.936,1727.196,0.0,9.356,-108.126,0.0,0.11,0.037,0.008,0.156
Europe,1988,4368.187,105.552,1927.391,2.771,602.869,1729.604,0.0,9.237,-121.734,0.0,0.112,0.037,0.009,0.158
Europe,1989,4416.613,107.668,1912.164,2.234,653.275,1741.273,0.0,9.311,-112.943,0.0,0.114,0.037,0.009,0.16
Europe,1990,4472.372,102.532,1891.802,29.94,691.046,1703.847,53.205,9.401,-150.528,0.0,0.116,0.037,0.009,0.162
Europe,1991,4413.97,94.307,1800.783,27.701,715.773,1728.598,46.808,9.251,-144.392,0.0,0.118,0.037,0.009,0.164
Europe,1992,4272.47,91.998,1681.278,27.982,695.294,1732.148,43.769,8.928,-152.976,0.0,0.12,0.037,0.009,0.166
Europe,1993,4189.45,86.732,1590.058,27.911,719.598,1721.868,43.282,8.732,-144.805,0.0,0.122,0.037,0.01,0.168
Europe,1994,4164.779,92.861,1557.322,28.025,727.445,1713.823,45.302,8.661,-148.581,0.0,0.123,0.037,0.01,0.17
Europe,1995,4203.217,96.201,1526.701,29.527,779.637,1723.809,47.341,8.725,-128.558,0.0,0.125,0.036,0.01,0.172
Europe,1996,4308.672,93.238,1516.416,29.418,855.045,1768.368,46.189,8.93,-128.183,0.0,0.127,0.036,0.01,0.173
Europe,1997,4218.243,95.485,1448.883,29.24,847.027,1751.144,46.464,8.73,-137.258,0.0,0.129,0.036,0.01,0.175
Europe,1998,4214.376,97.477,1393.142,28.671,872.058,1775.9,47.127,8.709,-108.221,0.0,0.131,0.036,0.01,0.177
Europe,1999,4152.01,98.555,1317.191,27.358,907.591,1754.536,46.78,8.569,-133.091,0.0,0.133,0.035,0.01,0.178
Europe,2000,4170.542,99.63,1351.5,27.19,930.354,1714.601,47.268,8.59,-196.327,0.0,0.134,0.035,0.011,0.18
Europe,2001,4236.236,96.878,1356.502,26.103,954.588,1755.262,46.904,8.707,-219.727,0.0,0.136,0.034,0.011,0.181
Europe,2002,4219.178,96.117,1350.123,26.449,957.172,1742.294,47.023,8.651,-212.055,0.0,0.138,0.034,0.011,0.183
Europe,2003,4314.702,97.224,1394.864,26.835,996.696,1750.744,48.339,8.817,-185.884,0.0,0.14,0.033,0.011,0.184
Europe,2004,4327.425,101.528,1385.164,25.629,1017.932,1747.478,49.695,8.811,-165.762,0.0,0.142,0.033,0.011,0.186
Europe,2005,4305.194,101.96,1348.973,26.846,1033.804,1744.507,49.104,8.732,-151.958,0.0,0.144,0.032,0.011,0.187
Europe,2006,4312.373,104.687,1379.815,28.062,1023.764,1726.177,49.867,8.715,-212.708,0.0,0.146,0.032,0.011,0.189
Europe,2007,4267.812,109.361,1390.309,27.989,1017.598,1672.173,50.381,8.587,-143.931,0.0,0.147,0.031,0.012,0.19
Europe,2008,4169.291,101.268,1290.432,27.087,1047.974,1654.229,48.301,8.351,-176.888,0.0,0.149,0.031,0.012,0.192
Europe,2009,3824.631,82.26,1128.359,25.295,979.242,1570.34,39.135,7.633,-133.537,0.0,0.151,0.03,0.012,0.193
Europe,2010,3943.35,80.744,1186.321,25.836,1056.836,1551.726,41.885,7.845,-151.662,0.0,0.153,0.03,0.012,0.194
Europe,2011,3800.627,79.791,1205.275,26.075,958.128,1487.603,43.755,7.54,-115.645,0.0,0.154,0.029,0.012,0.195
Europe,2012,3745.906,75.059,1233.45,25.202,931.205,1439.542,41.449,7.413,-131.072,0.0,0.156,0.029,0.012,0.197
Europe,2013,3656.136,71.639,1198.249,27.431,909.5,1407.785,41.534,7.223,-148.64,0.0,0.157,0.028,0.012,0.198
Europe,2014,3480.388,75.013,1132.478,26.984,813.47,1390.531,41.911,6.864,-150.541,0.0,0.159,0.028,0.012,0.199
Europe,2015,3515.222,74.572,1104.307,26.822,848.102,1420.701,40.719,6.921,-148.61,0.0,0.16,0.027,0.013,0.2
Europe,2016,3497.427,74.705,1011.02,26.27,906.277,1438.709,40.446,6.873,-151.03,0.0,0.162,0.027,0.013,0.202
Europe,2017,3507.149,76.708,987.804,26.546,930.214,1444.831,41.047,6.879,-154.557,0.0,0.163,0.027,0.013,0.203
Europe,2018,3425.969,77.972,932.8,26.383,915.676,1431.318,41.821,6.707,-152.844,0.0,0.165,0.026,0.013,0.204
Europe,2019,3268.916,78.005,763.52,25.378,934.732,1427.024,40.256,6.387,-155.522,0.0,0.166,0.026,0.013,0.205
Europe,2020,2956.234,74.308,634.157,22.391,904.833,1283.072,37.473,5.77,-84.423,0.0,0.168,0.026,0.013,0.206
Europe,2021,3153.227,76.635,717.887,21.257,951.014,1345.755,40.68,6.155,-109.343,0.0,0.169,0.025,0.013,0.207
Europe,2022,3080.561,75.798,730.855,20.978,823.022,1389.406,40.502,5.984,-105.739,0.0,0.17,0.025,0.013,0.209
North America,1980,5620.071,49.444,1545.892,23.588,1221.148,2767.384,12.616,15.427,783.0,24804.613,0.165,0.043,0.007,0.215
North America,1981,5494.362,48.86,1595.514,24.015,1196.091,2617.339,12.543,14.868,789.855,24282.295,0.167,0.044,0.007,0.219
North America,1982,5262.364,44.865,1548.357,30.984,1130.421,2498.348,9.389,14.051,805.984,23386.725,0.17,0.045,0.007,0.222
North America,1983,5202.118,45.744,1609.37,26.04,1074.848,2436.212,9.902,13.705,858.938,23284.488,0.172,0.045,0.008,0.225
North America,1984,5459.921,49.321,1730.039,24.05,1143.767,2502.182,10.562,14.195,823.492,24500.875,0.175,0.046,0.008,0.229
North America,1985,5463.514,49.725,1768.118,24.109,1115.809,2495.337,10.416,14.02,794.913,24572.254,0.177,0.046,0.008,0.232
North America,1986,5448.222,50.756,1741.044,21.055,1039.687,2586.071,9.609,13.802,870.788,24765.059,0.18,0.047,0.008,0.235
North America,1987,5654.275,53.564,1821.145,22.585,1099.222,2647.27,10.489,14.142,917.218,25587.734,0.183,0.047,0.008,0.238
North America,1988,5903.724,53.546,1910.898,20.996,1148.601,2758.314,11.369,14.575,942.932,26684.41,0.186,0.048,0.008,0.242
North America,1989,6015.881,53.837,1933.576,18.535,1226.403,2772.087,11.443,14.65,940.236,27324.299,0.188,0.048,0.009,0.245
North America,1990,5989.847,54.372,1930.653,62.633,1212.68,2701.829,27.68,14.371,940.722,27379.094,0.191,0.048,0.009,0.248
North America,1991,5935.607,52.197,1918.43,62.088,1234.617,2640.691,27.583,14.018,788.378,27391.898,0.194,0.049,0.009,0.251
North America,1992,6061.895,52.877,1941.921,63.032,1281.073,2695.854,27.138,14.093,750.356,27817.209,0.197,0.049,0.009,0.255
North America,1993,6166.705,55.585,1998.861,62.528,1314.103,2709.158,26.469,14.117,695.014,28385.902,0.2,0.049,0.009,0.258
North America,1994,6290.009,59.479,2018.364,62.343,1347.134,2774.766,27.922,14.185,809.099,29033.729,0.203,0.049,0.009,0.261
North America,1995,6349.919,58.47,2041.073,61.56,1403.062,2754.915,30.839,14.115,642.257,29616.012,0.206,0.05,0.009,0.265
North America,1996,6570.373,59.821,2126.26,62.568,1437.282,2852.284,32.157,14.403,638.89,30592.668,0.209,0.05,0.01,0.268
North America,1997,6687.401,62.717,2178.779,64.224,1447.279,2901.991,32.411,14.458,680.345,30856.672,0.212,0.05,0.01,0.272
North America,1998,6759.18,64.444,2210.146,63.434,1429.025,2958.81,33.321,14.415,707.506,31043.01,0.215,0.05,0.01,0.276
North America,1999,6854.257,66.236,2210.642,60.357,1449.919,3033.706,33.397,14.426,721.386,31627.182,0.219,0.05,0.01,0.279
North America,2000,7100.392,68.712,2321.665,60.721,1526.63,3092.332,30.333,14.755,703.273,32479.678,0.222,0.051,0.01,0.283
North America,2001,7011.181,68.311,2259.264,59.125,1470.927,3124.093,29.461,14.392,595.947,31801.469,0.225,0.051,0.011,0.286
North America,2002,7062.293,70.894,2265.513,58.755,1527.691,3109.585,29.855,14.328,577.556,32357.965,0.229,0.051,0.011,0.29
North America,2003,7175.886,71.395,2314.742,58.183,1506.487,3196.392,28.688,14.395,518.591,32510.041,0.232,0.051,0.011,0.294
North America,2004,7276.133,74.921,2322.622,58.448,1511.715,3277.782,30.645,14.432,398.646,33201.375,0.235,0.051,0.011,0.297
North America,2005,7324.302,76.963,2355.125,58.91,1498.58,3302.966,31.759,14.366,440.404,33439.102,0.239,0.051,0.011,0.301
North America,2006,7259.958,79.352,2320.949,60.387,1500.379,3265.52,33.372,14.083,346.237,33274.914,0.242,0.051,0.011,0.305
North America,2007,7366.565,79.642,2343.716,61.905,1590.138,3258.96,32.204,14.133,229.254,33787.371,0.245,0.051,0.012,0.309
North America,2008,7133.4,74.67,2293.33,64.465,1595.084,3074.697,31.155,13.537,225.673,33127.684,0.249,0.052,0.012,0.312
North America,2009,6651.773,59.76,2010.197,61.252,1572.544,2920.135,27.886,12.491,133.914,31613.355,0.252,0.052,0.012,0.315
North America,2010,6866.123,61.435,2133.672,62.968,1639.458,2935.504,33.086,12.762,153.097,32520.043,0.255,0.052,0.012,0.319
North America,2011,6768.487,63.077,2021.344,69.53,1682.023,2900.448,32.066,12.449,34.966,32529.238,0.258,0.052,0.012,0.322
North America,2012,6584.052,67.576,1794.376,76.1,1750.719,2862.03,33.251,11.983,148.243,31860.811,0.261,0.052,0.013,0.326
North America,2013,6718.273,67.187,1856.205,82.919,1802.637,2876.015,33.311,12.102,101.195,32622.266,0.264,0.052,0.013,0.329
North America,2014,6755.319,71.263,1844.005,89.904,1830.597,2884.661,34.888,12.05,367.056,32890.703,0.267,0.052,0.013,0.332
North America,2015,6609.918,73.023,1610.16,90.556,1882.283,2920.339,33.556,11.68,462.802,32638.002,0.27,0.052,0.013,0.335
North America,2016,6467.595,73.591,1478.101,78.329,1882.607,2924.115,30.851,11.321,579.424,32618.689,0.273,0.052,0.013,0.339
North America,2017,6418.243,75.754,1437.846,81.959,1857.379,2935.295,30.01,11.131,607.837,32810.961,0.276,0.052,0.014,0.342
North America,2018,6599.176,74.292,1373.659,95.432,2055.86,2973.085,26.847,11.347,582.081,33776.703,0.279,0.052,0.014,0.345
North America,2019,6489.115,74.841,1185.991,113.285,2106.921,2981.257,26.82,11.069,598.287,33535.547,0.282,0.053,0.014,0.348
North America,2020,5835.101,74.485,969.171,95.546,2098.437,2570.945,26.517,9.89,607.608,31067.723,0.285,0.053,0.014,0.351
North America,2021,6201.319,78.067,1088.216,93.155,2115.893,2799.018,26.971,10.459,641.744,32591.609,0.288,0.053,0.014,0.355
North America,2022,6279.689,77.439,1013.483,91.612,2209.843,2860.342,26.971,10.535,666.162,33338.938,0.291,0.053,0.014,0.358
North America,1980,5519.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1981,5400.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1982,5166.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1983,5115.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1984,5364.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1985,5362.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1986,5361.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1987,5563.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1988,5812.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1989,5919.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1990,5897.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1991,5843.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1992,5971.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1993,6076.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1994,6195.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1995,6248.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1996,6463.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1997,6574.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1998,6645.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1999,6735.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2000,6969.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2001,6875.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2002,6921.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2003,7028.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2004,7131.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2005,7171.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2006,7096.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2007,7198.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2008,6965.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2009,6485.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2010,6693.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2011,6595.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2012,6412.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2013,6545.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2014,6579.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2015,6427.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2016,6291.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2017,6245.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2018,6425.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2019,6309.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2020,5680.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2021,6038.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,2022,6117.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,1980,811.515,16.522,92.098,16.898,163.094,522.904,0.0,5.749,517.287,0.0,0.028,0.009,0.001,0.038
North America,1981,807.941,16.898,92.582,18.783,164.002,515.677,0.0,5.615,527.703,0.0,0.028,0.009,0.001,0.039
North America,1982,815.066,16.424,99.272,25.994,169.52,503.856,0.0,5.563,552.047,0.0,0.029,0.009,0.001,0.039
North America,1983,772.694,15.305,104.574,20.951,173.754,458.11,0.0,5.179,591.554,0.0,0.029,0.009,0.001,0.04
North America,1984,797.747,16.406,113.936,18.261,181.515,467.629,0.0,5.253,547.19,0.0,0.03,0.01,0.001,0.041
North America,1985,810.881,18.017,113.093,19.009,189.293,471.469,0.0,5.247,508.393,0.0,0.03,0.01,0.002,0.042
North America,1986,784.792,17.903,105.311,15.812,171.821,473.946,0.0,4.991,644.85,0.0,0.031,0.01,0.002,0.043
North America,1987,828.563,20.589,111.661,15.953,176.25,504.111,0.0,5.18,662.149,0.0,0.032,0.01,0.002,0.043
North America,1988,853.181,20.298,118.171,13.353,184.228,517.131,0.0,5.241,670.312,0.0,0.032,0.01,0.002,0.044
North America,1989,883.675,20.573,120.432,10.94,199.448,532.282,0.0,5.334,667.513,0.0,0.033,0.011,0.002,0.045
North America,1990,868.89,20.888,116.133,16.294,189.529,522.917,3.13,5.15,651.477,0.0,0.033,0.011,0.002,0.046
North America,1991,872.651,19.461,120.691,16.74,191.62,520.863,3.276,5.078,551.344,0.0,0.034,0.011,0.002,0.047
North America,1992,887.668,19.884,122.845,18.017,199.479,524.465,2.979,5.074,570.678,0.0,0.034,0.011,0.002,0.048
North America,1993,893.855,20.747,118.112,18.515,203.946,529.589,2.946,5.02,530.159,0.0,0.035,0.012,0.002,0.048
North America,1994,925.729,23.169,123.777,17.934,209.668,547.927,3.254,5.111,593.353,0.0,0.036,0.012,0.002,0.049
North America,1995,924.66,21.395,127.585,18.803,216.785,536.864,3.228,5.02,543.288,0.0,0.036,0.012,0.002,0.05
North America,1996,957.39,22.512,132.599,21.269,231.065,546.711,3.234,5.114,558.677,0.0,0.037,0.012,0.002,0.051
North America,1997,999.259,24.157,139.76,22.805,233.401,575.672,3.465,5.255,577.298,0.0,0.037,0.012,0.002,0.052
North America,1998,1025.9,24.983,147.054,24.412,238.02,588.058,3.372,5.314,594.648,0.0,0.038,0.013,0.002,0.053
North America,1999,1050.339,25.998,147.201,21.557,251.929,600.38,3.274,5.36,569.662,0.0,0.039,0.013,0.002,0.054
North America,2000,1090.256,27.266,157.906,21.806,275.366,604.535,3.375,5.484,565.647,0.0,0.039,0.013,0.002,0.055
North America,2001,1103.441,26.698,159.645,20.429,272.107,621.7,2.861,5.471,553.099,0.0,0.04,0.013,0.002,0.056
North America,2002,1115.985,27.73,161.722,19.863,289.742,613.988,2.941,5.455,572.553,0.0,0.041,0.014,0.002,0.057
North America,2003,1165.74,28.046,170.749,19.616,305.464,638.924,2.942,5.621,454.459,0.0,0.042,0.014,0.002,0.058
North America,2004,1163.478,29.035,157.849,19.328,307.219,646.957,3.09,5.535,417.322,0.0,0.042,0.014,0.003,0.059
North America,2005,1192.119,30.769,166.881,19.479,311.722,660.274,2.994,5.597,396.06,0.0,0.043,0.014,0.003,0.06
North America,2006,1207.273,32.501,168.49,20.35,327.168,655.813,2.951,5.596,384.191,0.0,0.044,0.015,0.003,0.061
North America,2007,1236.442,34.133,168.527,21.442,342.747,666.744,2.85,5.659,283.123,0.0,0.044,0.015,0.003,0.062
North America,2008,1218.282,33.254,157.605,22.41,342.303,659.99,2.719,5.506,228.331,0.0,0.045,0.015,0.003,0.063
North America,2009,1171.048,30.146,137.748,20.171,340.937,639.79,2.257,5.228,183.837,0.0,0.045,0.015,0.003,0.064
North America,2010,1186.408,29.986,150.718,19.561,348.962,634.93,2.25,5.23,145.22,0.0,0.046,0.015,0.003,0.065
North America,2011,1222.371,30.868,148.06,21.666,371.316,648.034,2.426,5.319,114.286,0.0,0.047,0.016,0.003,0.065
North America,2012,1239.966,32.306,135.884,24.585,378.646,666.005,2.539,5.326,120.946,0.0,0.047,0.016,0.003,0.066
North America,2013,1238.116,30.818,135.797,25.496,392.155,651.387,2.463,5.252,118.636,0.0,0.048,0.016,0.003,0.067
North America,2014,1226.638,31.824,133.412,26.78,395.388,636.73,2.504,5.141,320.68,0.0,0.049,0.016,0.003,0.068
North America,2015,1233.445,33.115,131.016,26.184,406.147,634.664,2.319,5.111,436.781,0.0,0.049,0.017,0.003,0.069
North America,2016,1214.662,34.152,130.158,23.19,400.734,624.154,2.275,4.977,511.595,0.0,0.05,0.017,0.003,0.07
North America,2017,1206.08,35.431,129.13,22.472,396.723,620.118,2.206,4.887,462.719,0.0,0.051,0.017,0.004,0.071
