continent,year,co2,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,co2_per_capita,land_use_change_co2,primary_energy_consumption,temperature_change_from_co2,temperature_change_from_ch4,temperature_change_from_n2o,temperature_change_from_ghg
Africa,1982,0.143,0.0,0.0,0.0,0.0,0.143,0.0,0.058,6.338,1.051,0.0,0.0,0.0,0.001
Africa,1983,0.147,0.0,0.0,0.0,0.0,0.147,0.0,0.059,6.684,1.1,0.0,0.0,0.0,0.001
Africa,1984,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.06,5.95,1.056,0.0,0.0,0.0,0.001
Africa,1985,0.161,0.0,0.0,0.0,0.0,0.161,0.0,0.063,7.519,1.026,0.0,0.0,0.0,0.001
Africa,1986,0.161,0.0,0.0,0.0,0.0,0.161,0.0,0.062,6.326,1.256,0.0,0.0,0.0,0.001
Africa,1987,0.26,0.0,0.0,0.0,0.0,0.26,0.0,0.099,5.733,1.163,0.0,0.0,0.0,0.001
Africa,1988,0.231,0.0,0.0,0.0,0.0,0.231,0.0,0.087,5.283,1.166,0.0,0.0,0.0,0.001
Africa,1989,0.249,0.0,0.0,0.0,0.0,0.249,0.0,0.091,5.184,1.166,0.0,0.0,0.0,0.001
Africa,1990,0.183,0.0,0.0,0.0,0.0,0.183,0.0,0.065,5.15,1.24,0.0,0.0,0.0,0.001
Africa,1991,0.191,0.0,0.0,0.0,0.0,0.191,0.0,0.066,5.846,1.3,0.0,0.0,0.0,0.001
Africa,1992,0.194,0.0,0.0,0.0,0.0,0.194,0.0,0.065,5.563,1.25,0.0,0.0,0.0,0.001
Africa,1993,0.198,0.0,0.0,0.0,0.0,0.198,0.0,0.064,5.483,1.364,0.0,0.0,0.0,0.001
Africa,1994,0.209,0.0,0.0,0.0,0.0,0.209,0.0,0.066,5.589,1.431,0.0,0.0,0.0,0.001
Africa,1995,0.209,0.0,0.0,0.0,0.0,0.209,0.0,0.064,5.425,1.434,0.0,0.0,0.0,0.001
Africa,1996,0.213,0.0,0.0,0.0,0.0,0.213,0.0,0.063,5.479,1.503,0.0,0.0,0.0,0.001
Africa,1997,0.216,0.0,0.0,0.0,0.0,0.216,0.0,0.063,6.322,1.503,0.0,0.0,0.0,0.001
Africa,1998,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.062,8.673,1.496,0.0,0.0,0.0,0.001
Africa,1999,0.231,0.0,0.0,0.0,0.0,0.231,0.0,0.063,8.071,1.497,0.0,0.0,0.0,0.001
Africa,2000,0.234,0.0,0.0,0.0,0.0,0.234,0.0,0.062,9.218,1.446,0.0,0.0,0.0,0.001
Africa,2001,0.245,0.0,0.0,0.0,0.0,0.245,0.0,0.064,7.959,1.485,0.0,0.0,0.0,0.001
Africa,2002,0.242,0.0,0.0,0.0,0.0,0.242,0.0,0.062,5.904,1.468,0.0,0.0,0.0,0.001
Africa,2003,0.224,0.0,0.0,0.0,0.0,0.224,0.0,0.056,7.871,1.381,0.0,0.0,0.0,0.001
Africa,2004,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.053,6.467,1.479,0.0,0.0,0.0,0.001
Africa,2005,0.216,0.0,0.0,0.0,0.0,0.216,0.0,0.051,5.676,1.482,0.0,0.0,0.0,0.001
Africa,2006,0.227,0.0,0.0,0.0,0.0,0.227,0.0,0.053,4.941,1.538,0.0,0.0,0.0,0.001
Africa,2007,0.231,0.0,0.0,0.0,0.0,0.231,0.0,0.053,4.95,1.528,0.0,0.0,0.0,0.001
Africa,2008,0.165,0.0,0.0,0.0,0.0,0.165,0.0,0.037,14.855,1.236,0.0,0.0,0.0,0.001
Africa,2009,0.161,0.0,0.0,0.0,0.0,0.161,0.0,0.035,4.273,1.189,0.0,0.0,0.0,0.001
Africa,2010,0.169,0.0,0.0,0.0,0.0,0.169,0.0,0.036,3.779,1.212,0.0,0.0,0.0,0.001
Africa,2011,0.187,0.0,0.0,0.0,0.0,0.187,0.0,0.039,3.48,1.323,0.0,0.001,0.0,0.001
Africa,2012,0.191,0.0,0.0,0.0,0.0,0.191,0.0,0.04,2.716,1.349,0.0,0.001,0.0,0.001
Africa,2013,0.117,0.0,0.0,0.0,0.0,0.117,0.0,0.024,2.723,0.993,0.0,0.001,0.0,0.001
Africa,2014,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.026,1.668,1.143,0.0,0.001,0.0,0.001
Africa,2015,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.037,1.861,1.431,0.0,0.001,0.0,0.001
Africa,2016,0.198,0.0,0.0,0.0,0.0,0.198,0.0,0.04,2.684,1.507,0.0,0.001,0.0,0.001
Africa,2017,0.216,0.0,0.0,0.0,0.0,0.216,0.0,0.043,4.739,1.507,0.0,0.001,0.0,0.001
Africa,2018,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.043,2.735,1.541,0.0,0.001,0.0,0.001
Africa,2019,0.227,0.0,0.0,0.0,0.0,0.227,0.0,0.044,2.159,1.559,0.0,0.001,0.0,0.001
Africa,2020,0.238,0.0,0.0,0.0,0.0,0.238,0.0,0.045,2.343,1.5,0.0,0.001,0.0,0.001
Africa,2021,0.249,0.0,0.0,0.0,0.0,0.249,0.0,0.046,2.345,1.561,0.0,0.001,0.0,0.001
Africa,2022,0.226,0.0,0.0,0.0,0.0,0.226,0.0,0.041,2.346,0.0,0.0,0.001,0.0,0.001
Europe,1980,7749.258,173.538,3165.71,30.466,1139.938,3239.606,0.0,11.169,389.205,33296.145,0.159,0.058,0.011,0.229
Europe,1981,7467.59,167.58,3029.803,29.472,1181.737,3058.997,0.0,10.716,273.799,33056.219,0.163,0.059,0.011,0.233
Europe,1982,7407.606,163.044,3040.135,27.66,1196.537,2980.231,0.0,10.588,271.809,33006.098,0.166,0.06,0.012,0.238
Europe,1983,7414.092,163.04,3044.623,26.106,1262.154,2918.169,0.0,10.555,285.906,33467.973,0.169,0.06,0.012,0.242
Europe,1984,7465.077,157.41,3041.843,25.296,1334.701,2905.827,0.0,10.585,274.988,34504.148,0.173,0.061,0.012,0.246
Europe,1985,7789.208,151.694,3302.683,25.127,1423.862,2885.844,0.0,11.002,249.632,33413.352,0.176,0.062,0.013,0.251
Europe,1986,7802.156,153.992,3316.677,22.024,1373.125,2936.338,0.0,10.976,263.063,33999.641,0.18,0.062,0.013,0.255
Europe,1987,7825.48,154.169,3332.368,22.15,1515.495,2801.298,0.0,10.961,269.666,34772.836,0.183,0.063,0.013,0.259
Europe,1988,7862.962,158.458,3293.631,35.691,1581.219,2793.964,0.0,10.968,236.458,35176.734,0.187,0.063,0.014,0.264
Europe,1989,7828.834,160.602,3211.899,34.513,1632.499,2789.321,0.0,10.879,242.142,35108.652,0.19,0.064,0.014,0.268
Europe,1990,8038.431,153.587,2999.651,68.972,1748.241,2963.787,104.194,11.134,216.765,35091.113,0.194,0.064,0.014,0.272
Europe,1991,7738.463,142.575,2792.338,66.169,1745.879,2898.316,93.185,10.687,155.14,34684.59,0.197,0.065,0.014,0.276
Europe,1992,7097.75,132.613,2517.994,59.575,1725.942,2576.226,85.401,9.78,17.073,33424.168,0.201,0.065,0.015,0.28
Europe,1993,6807.967,119.811,2398.138,54.156,1719.732,2440.36,75.771,9.365,-10.719,32250.467,0.204,0.065,0.015,0.283
Europe,1994,6447.623,119.14,2252.18,50.778,1652.564,2302.232,70.728,8.861,-39.605,30958.039,0.206,0.064,0.015,0.286
Europe,1995,6424.748,120.927,2234.196,53.687,1660.421,2283.838,71.679,8.827,-105.426,30910.812,0.209,0.064,0.015,0.289
Europe,1996,6473.146,112.825,2194.408,54.007,1747.04,2298.113,66.752,8.891,314.331,31149.6,0.212,0.064,0.016,0.292
Europe,1997,6267.733,114.914,2072.185,55.348,1701.071,2258.424,65.792,8.608,-93.123,30616.441,0.215,0.063,0.016,0.294
Europe,1998,6240.96,117.11,1981.228,54.853,1754.54,2269.057,64.173,8.572,-99.017,30757.67,0.218,0.063,0.016,0.296
Europe,1999,6157.762,118.85,1900.506,55.921,1777.018,2240.99,64.477,8.462,-84.364,30730.572,0.22,0.062,0.016,0.299
Europe,2000,6155.591,122.094,1963.447,56.072,1790.35,2157.514,66.114,8.46,-213.038,31104.887,0.223,0.062,0.016,0.301
Europe,2001,6282.255,120.351,1995.141,55.221,1834.428,2211.341,65.773,8.635,-266.162,31523.469,0.226,0.061,0.017,0.303
Europe,2002,6249.997,121.404,1972.753,65.561,1832.792,2191.733,65.753,8.59,-284.799,31341.008,0.228,0.06,0.017,0.305
Europe,2003,6396.391,125.188,2019.03,65.724,1920.051,2198.641,67.756,8.785,-229.982,31852.928,0.231,0.06,0.017,0.307
Europe,2004,6429.227,132.816,2004.267,69.729,1954.338,2197.976,70.101,8.821,-218.681,32272.164,0.234,0.059,0.017,0.31
Europe,2005,6421.545,135.489,1961.064,72.621,1975.111,2207.012,70.249,8.801,-189.052,32365.791,0.236,0.058,0.017,0.312
Europe,2006,6522.041,141.672,2038.813,74.316,1982.805,2212.104,72.331,8.927,-214.588,32797.777,0.239,0.057,0.017,0.314
Europe,2007,6479.696,150.78,2041.73,84.487,1982.299,2146.928,73.471,8.85,-96.612,32563.539,0.242,0.057,0.018,0.316
Europe,2008,6404.985,139.183,1967.634,68.996,2009.595,2148.497,71.08,8.726,-159.167,32468.004,0.245,0.056,0.018,0.319
Europe,2009,5892.881,111.752,1750.184,67.948,1860.642,2045.5,56.855,8.01,76.129,30530.928,0.247,0.055,0.018,0.321
Europe,2010,6123.992,113.779,1819.147,78.107,2020.611,2030.213,62.133,8.309,219.08,31727.25,0.25,0.054,0.018,0.323
Europe,2011,6049.206,116.396,1864.437,82.084,1945.304,1975.921,65.064,8.192,-21.896,31329.412,0.253,0.054,0.018,0.325
Europe,2012,5999.425,112.247,1908.616,82.319,1899.887,1932.958,63.398,8.11,213.463,31261.297,0.256,0.053,0.019,0.327
Europe,2013,5844.851,110.145,1837.825,80.518,1847.698,1905.204,63.46,7.89,67.924,30934.982,0.258,0.053,0.019,0.329
Europe,2014,5614.21,112.716,1729.065,69.585,1727.729,1911.342,63.772,7.568,-58.474,30016.424,0.261,0.052,0.019,0.332
Europe,2015,5614.495,108.255,1705.921,63.993,1715.773,1958.122,62.43,7.557,262.37,29955.061,0.263,0.052,0.019,0.334
Europe,2016,5606.777,106.023,1611.051,66.548,1786.553,1975.684,60.916,7.534,266.637,30318.334,0.266,0.052,0.019,0.337
Europe,2017,5638.487,108.474,1557.094,72.088,1842.555,1996.434,61.841,7.565,278.746,30568.859,0.268,0.051,0.02,0.339
Europe,2018,5612.44,109.411,1520.498,79.465,1878.133,1960.905,64.028,7.521,289.242,30898.5,0.271,0.051,0.02,0.342
Europe,2019,5436.361,110.039,1338.429,91.546,1868.514,1966.371,61.462,7.277,115.006,30412.301,0.273,0.051,0.02,0.344
Europe,2020,5029.197,107.171,1171.049,84.845,1812.213,1795.651,58.268,6.732,184.381,28532.605,0.275,0.051,0.02,0.347
Europe,2021,5310.309,111.406,1268.393,84.652,1929.674,1854.134,62.049,7.118,183.764,29748.58,0.278,0.051,0.02,0.349
Europe,2022,5105.308,110.924,1206.754,84.454,1738.361,1902.906,61.908,6.858,203.449,29065.789,0.28,0.051,0.021,0.352
Europe,1980,7749.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1981,7467.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1982,7407.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1983,7414.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1984,7465.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1985,7789.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1986,7802.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1987,7825.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1988,7862.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1989,7828.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1990,8038.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1991,7738.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1992,7097.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1993,6807.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1994,6447.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1995,6424.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1996,6473.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1997,6267.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1998,6240.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1999,6157.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2000,6155.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2001,6282.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2002,6249.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2003,6396.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2004,6429.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2005,6421.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2006,6522.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2007,6479.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2008,6404.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2009,5892.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2010,6123.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2011,6049.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2012,5999.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2013,5844.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2014,5614.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2015,5614.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2016,5606.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2017,5638.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2018,5612.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2019,5436.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2020,5029.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2021,5310.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,2022,5105.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,1980,3671.757,59.065,1529.673,26.479,657.569,1398.971,0.0,12.739,557.413,0.0,0.087,0.029,0.005,0.122
Europe,1981,3604.208,58.034,1433.979,26.39,700.672,1385.134,0.0,12.446,435.729,0.0,0.089,0.03,0.005,0.124
Europe,1982,3636.195,56.382,1425.47,25.888,739.953,1388.502,0.0,12.495,433.323,0.0,0.091,0.03,0.005,0.126
Europe,1983,3685.606,57.648,1427.361,25.307,791.772,1383.518,0.0,12.597,426.361,0.0,0.093,0.03,0.005,0.128
Europe,1984,3701.483,57.865,1356.567,24.412,852.496,1410.142,0.0,12.582,417.943,0.0,0.094,0.031,0.006,0.131
Europe,1985,3968.628,57.564,1566.356,24.137,932.162,1388.409,0.0,13.42,388.011,0.0,0.096,0.031,0.006,0.133
Europe,1986,3996.895,58.885,1609.923,20.768,898.295,1409.024,0.0,13.438,388.999,0.0,0.098,0.031,0.006,0.135
Europe,1987,3985.845,59.726,1619.471,19.749,1019.068,1267.83,0.0,13.319,399.484,0.0,0.1,0.032,0.006,0.138
Europe,1988,4065.069,61.094,1616.02,32.92,1084.213,1270.823,0.0,13.507,366.532,0.0,0.102,0.032,0.006,0.14
Europe,1989,3993.797,61.292,1545.631,32.279,1083.934,1270.661,0.0,13.21,360.554,0.0,0.104,0.032,0.006,0.143
Europe,1990,4168.003,58.351,1360.538,45.819,1170.712,1477.74,54.844,13.735,371.191,0.0,0.106,0.033,0.006,0.145
Europe,1991,3933.906,54.262,1245.177,44.729,1151.8,1388.109,49.828,12.927,302.07,0.0,0.108,0.033,0.006,0.147
Europe,1992,3419.127,46.071,1074.463,38.037,1152.943,1062.525,45.088,11.219,160.632,0.0,0.109,0.034,0.007,0.149
Europe,1993,3198.13,38.603,1015.766,32.88,1137.724,937.654,35.502,10.491,125.978,0.0,0.111,0.034,0.007,0.151
Europe,1994,2856.861,32.646,890.234,30.179,1070.574,804.145,29.082,9.381,105.0,0.0,0.112,0.034,0.007,0.152
Europe,1995,2787.69,31.011,889.194,32.501,1035.037,771.624,28.322,9.169,30.389,0.0,0.113,0.034,0.007,0.154
Europe,1996,2751.234,26.004,851.064,33.296,1069.538,746.638,24.694,9.061,455.913,0.0,0.114,0.034,0.007,0.155
Europe,1997,2612.199,26.14,778.031,33.319,1036.931,715.023,22.756,8.615,50.42,0.0,0.116,0.033,0.007,0.156
Europe,1998,2595.128,26.471,742.173,33.63,1073.842,698.091,20.92,8.576,4.223,0.0,0.117,0.033,0.007,0.157
Europe,1999,2567.401,26.826,721.629,34.734,1074.658,688.117,21.438,8.507,43.077,0.0,0.118,0.033,0.007,0.158
Europe,2000,2554.082,28.796,756.39,35.329,1070.128,641.151,22.289,8.486,-16.069,0.0,0.119,0.033,0.007,0.159
Europe,2001,2623.99,29.318,792.173,35.611,1090.0,654.73,22.158,8.743,-46.617,0.0,0.12,0.032,0.007,0.16
Europe,2002,2591.092,31.275,764.321,45.29,1082.65,645.57,21.984,8.659,-71.01,0.0,0.121,0.032,0.007,0.16
Europe,2003,2653.308,33.832,777.269,44.452,1131.817,642.295,23.643,8.891,-39.779,0.0,0.122,0.032,0.007,0.161
Europe,2004,2675.231,37.264,766.766,49.719,1148.141,648.451,24.891,8.987,-46.361,0.0,0.123,0.031,0.008,0.162
Europe,2005,2686.69,39.47,760.124,51.766,1146.745,662.953,25.633,9.045,6.273,0.0,0.124,0.031,0.008,0.163
Europe,2006,2777.513,42.877,819.841,51.526,1153.167,683.11,26.992,9.366,20.243,0.0,0.126,0.031,0.008,0.164
Europe,2007,2771.451,47.536,802.265,61.915,1161.22,670.916,27.599,9.351,65.048,0.0,0.127,0.03,0.008,0.165
Europe,2008,2780.627,43.12,816.421,46.659,1164.276,683.068,27.083,9.378,28.625,0.0,0.128,0.03,0.008,0.166
Europe,2009,2562.358,33.214,735.648,47.533,1069.471,655.424,21.068,8.632,217.349,0.0,0.129,0.03,0.008,0.167
Europe,2010,2692.547,36.827,750.857,57.009,1165.702,658.335,23.817,9.06,377.546,0.0,0.131,0.029,0.008,0.168
Europe,2011,2718.292,40.702,776.311,60.462,1155.412,660.378,25.028,9.134,104.387,0.0,0.132,0.029,0.008,0.169
Europe,2012,2740.996,40.912,823.172,60.764,1126.921,663.705,25.522,9.191,361.474,0.0,0.133,0.029,0.008,0.17
Europe,2013,2666.325,42.536,782.033,57.304,1095.82,663.175,25.458,8.919,232.401,0.0,0.134,0.028,0.008,0.171
Europe,2014,2572.629,41.918,712.02,47.037,1058.751,687.321,25.581,8.588,103.935,0.0,0.135,0.028,0.008,0.172
Europe,2015,2521.733,38.077,693.162,41.813,1015.571,708.194,24.917,8.399,430.715,0.0,0.137,0.028,0.008,0.173
Europe,2016,2508.78,35.872,647.856,44.837,1046.019,710.905,23.292,8.335,436.646,0.0,0.138,0.028,0.008,0.174
Europe,2017,2518.706,36.176,608.419,49.844,1074.039,726.454,23.774,8.352,445.621,0.0,0.139,0.028,0.008,0.176
Europe,2018,2566.201,35.803,620.978,57.559,1123.943,702.675,25.244,8.501,455.867,0.0,0.14,0.028,0.009,0.177
Europe,2019,2532.199,36.483,599.422,70.451,1093.102,708.342,24.398,8.384,284.455,0.0,0.141,0.029,0.009,0.179
Europe,2020,2399.226,36.763,559.701,65.897,1056.8,656.56,23.506,7.949,284.237,0.0,0.143,0.029,0.009,0.18
Europe,2021,2504.547,38.987,574.92,66.926,1138.515,661.05,24.15,8.321,308.529,0.0,0.144,0.029,0.009,0.182
Europe,2022,2343.401,39.199,495.479,66.712,1052.048,666.007,23.955,7.887,325.119,0.0,0.145,0.029,0.009,0.183
Europe,1980,3092.722,51.73,1268.954,18.451,569.146,1184.44,0.0,13.337,554.845,0.0,0.062,0.023,0.004,0.089
Europe,1981,3043.654,51.729,1172.561,18.414,611.066,1189.884,0.0,13.052,433.387,0.0,0.064,0.023,0.004,0.091
Europe,1982,3087.955,49.959,1180.719,18.381,646.639,1192.257,0.0,13.165,431.623,0.0,0.065,0.024,0.004,0.093
Europe,1983,3140.121,51.009,1180.127,18.148,694.603,1196.234,0.0,13.301,423.513,0.0,0.067,0.024,0.004,0.095
Europe,1984,3172.375,51.184,1179.008,17.956,752.887,1171.339,0.0,13.35,412.918,0.0,0.068,0.024,0.004,0.097
Europe,1985,3409.0,50.952,1332.041,19.103,824.221,1182.684,0.0,14.258,385.423,0.0,0.07,0.025,0.005,0.099
Europe,1986,3428.341,52.235,1361.436,16.932,790.028,1207.711,0.0,14.243,386.165,0.0,0.071,0.025,0.005,0.101
Europe,1987,3414.177,52.63,1360.174,15.712,911.559,1074.103,0.0,14.083,377.793,0.0,0.073,0.025,0.005,0.103
Europe,1988,3494.776,52.906,1366.24,32.92,978.35,1064.36,0.0,14.322,358.192,0.0,0.075,0.026,0.005,0.106
Europe,1989,3412.221,52.934,1299.736,32.279,979.224,1048.048,0.0,13.912,355.084,0.0,0.076,0.026,0.005,0.108
Europe,1990,3566.058,51.056,1107.848,39.032,1057.194,1259.94,50.988,14.481,367.293,0.0,0.078,0.027,0.005,0.11
Europe,1991,3324.493,48.268,991.555,38.468,1030.107,1169.719,46.377,13.462,299.533,0.0,0.079,0.027,0.005,0.112
Europe,1992,2825.281,40.615,836.716,31.593,1030.648,844.078,41.632,11.427,170.048,0.0,0.081,0.027,0.005,0.114
Europe,1993,2618.517,33.078,808.08,26.244,1000.134,718.491,32.49,10.593,134.087,0.0,0.082,0.028,0.005,0.115
Europe,1994,2282.844,26.279,694.858,22.753,925.119,588.409,25.426,9.252,108.976,0.0,0.083,0.028,0.005,0.116
Europe,1995,2221.531,24.726,707.495,24.16,880.784,560.029,24.337,9.026,23.132,0.0,0.084,0.028,0.005,0.117
Europe,1996,2164.473,19.587,677.993,24.589,891.995,529.745,20.563,8.815,442.514,0.0,0.085,0.028,0.006,0.118
Europe,1997,2049.49,19.43,623.302,26.108,854.044,507.279,19.328,8.367,44.135,0.0,0.086,0.028,0.006,0.119
Europe,1998,2026.584,19.633,588.085,26.181,882.481,493.158,17.046,8.3,9.204,0.0,0.087,0.027,0.006,0.12
Europe,1999,2005.752,20.295,583.316,28.563,869.427,486.454,17.697,8.249,48.727,0.0,0.088,0.027,0.006,0.121
Europe,2000,1985.048,22.464,611.947,28.883,859.997,442.913,18.845,8.199,-16.711,0.0,0.089,0.027,0.006,0.121
Europe,2001,2046.02,23.474,638.639,29.118,879.84,456.079,18.87,8.489,-46.435,0.0,0.089,0.027,0.006,0.122
Europe,2002,2030.819,25.287,622.63,39.112,875.62,449.44,18.73,8.466,-72.744,0.0,0.09,0.026,0.006,0.123
Europe,2003,2081.689,27.964,624.166,38.889,923.355,447.898,19.417,8.719,-44.099,0.0,0.091,0.026,0.006,0.123
Europe,2004,2101.802,31.288,619.104,44.1,936.407,450.498,20.405,8.842,-52.918,0.0,0.092,0.026,0.006,0.124
Europe,2005,2116.352,33.529,612.091,45.775,941.307,462.505,21.145,8.943,-37.094,0.0,0.093,0.026,0.006,0.125
Europe,2006,2209.667,36.985,658.998,46.254,959.04,485.927,22.464,9.373,-1.88,0.0,0.094,0.026,0.006,0.125
Europe,2007,2211.885,41.419,651.421,56.498,964.701,474.755,23.09,9.407,47.32,0.0,0.095,0.025,0.006,0.126
Europe,2008,2235.694,37.915,677.202,41.909,961.621,494.268,22.779,9.523,17.721,0.0,0.096,0.025,0.006,0.127
Europe,2009,2068.25,29.493,621.825,42.652,881.401,475.16,17.72,8.816,209.665,0.0,0.097,0.025,0.006,0.128
Europe,2010,2180.643,33.035,632.826,52.271,963.775,478.487,20.248,9.302,370.742,0.0,0.098,0.025,0.006,0.129
Europe,2011,2248.579,36.605,659.162,56.009,987.176,488.318,21.31,9.596,93.749,0.0,0.099,0.024,0.006,0.129
Europe,2012,2253.519,37.189,675.166,57.118,968.681,493.416,21.949,9.613,344.534,0.0,0.1,0.024,0.006,0.13
Europe,2013,2188.714,38.507,639.577,53.088,938.198,497.418,21.927,9.328,216.564,0.0,0.101,0.024,0.006,0.132
Europe,2014,2133.822,37.703,596.587,42.601,914.259,520.811,21.861,9.088,92.067,0.0,0.102,0.024,0.007,0.133
Europe,2015,2099.272,33.683,601.614,37.172,867.671,537.421,21.711,8.932,410.98,0.0,0.103,0.024,0.007,0.134
Europe,2016,2109.35,31.318,600.031,40.278,880.277,536.975,20.47,8.963,417.667,0.0,0.104,0.025,0.007,0.135
Europe,2017,2131.338,31.766,569.29,45.543,912.341,551.604,20.794,9.051,433.302,0.0,0.105,0.025,0.007,0.136
Europe,2018,2186.472,31.439,587.698,53.083,962.457,529.588,22.207,9.286,442.086,0.0,0.106,0.025,0.007,0.138
Europe,2019,2167.446,32.035,574.91,66.168,933.782,539.346,21.206,9.213,270.528,0.0,0.107,0.025,0.007,0.139
Europe,2020,2072.963,32.863,536.892,62.454,907.379,512.58,20.795,8.83,268.804,0.0,0.108,0.026,0.007,0.14
Europe,2021,2157.082,34.771,550.506,63.395,978.66,508.38,21.369,9.229,293.107,0.0,0.109,0.026,0.007,0.142
